,user_names,user_levels,user_stars,omments,create_times,order_infos
183,d***e,PLUS会员,5,"外形外观：简单大方，经典
屏幕音效：比原来的款大很多
拍照效果：清晰像素高
运行速度：非常快用几年都没问题
待机时间：比起原来的款好很多",2022-11-20 02:18,午夜色128GB
184,美***-,,5,"早买早享受！14拍照真的很好看！比13强太多啦，拍视频也绝绝子！很喜欢紫色！而且电池的使用时间也比之前的机型要棒很多！
拍照效果：超好
运行速度：快
屏幕音效：好
外形外观：超好看",2022-11-20 02:18,午夜色128GB
185,z***5,PLUS会员,5,"外形外观：还是比较满意的，触感一级棒！
屏幕音效：音质不错，屏幕适配度也很好
拍照效果：后置还是可以的
运行速度：可以
待机时间：一天差不多
其他特色：第一次用，体验还可以。比较满意的",2022-11-20 02:18,午夜色128GB
186,H***h,PLUS会员,5,"外形外观：外观轻巧精致，颜色很耐看
屏幕音效：屏幕清晰，亮度够用，声音也很大声
拍照效果：拍照很清晰
运行速度：速度很快，打游戏一点都不卡
待机时间：待机时间长，放着两天不用还有电
其他特色：价格很实惠，快递特别快，很给力",2022-11-20 02:18,午夜色128GB
187,Y***x,PLUS会员,5,"外形外观：非常的好看。星光色特别的有吸引。
屏希音效：相当的带感。用起来很爽。??
拍照效果：完全适用于个人拍摄。旅游记录。
运行速度：完美的实用。非常流畅。非常丝滑。
待机时间：非常耐用。很完美nice。
其他特色：买来送女朋友一定喜欢。",2022-11-20 02:18,午夜色128GB
188,L***柿,PLUS会员,5,稳定！但音质一般般，低音不够，缺乏感染力，音质偏高音。拍照很不错，防抖也很好，色彩很真实，很喜欢这个相机调教。运行速度：很快，15的处理器真心不错。待机时间：充满电后待机时间很长，玩游戏，如王者荣耀一般打一句18分钟左右基本掉百分之四左右的电，整体来说，质量是很不错的，比较满意，操作系统也比较简单易懂。除了音质比较一般，其他都很棒，买来的的新机一定要优化，有些没必要的功能完全可以关掉，一来省电，二来操作会流畅很多，建议不必要的通知都关掉。,2022-11-20 02:18,午夜色128GB
189,金***源,PLUS会员,5,"外形外观：外观和13一样，没有区别
屏幕音效：音效很好，声音洪亮，屏幕显示效果清晰
拍照效果：拍照比之前版本有所升级，总体对普通消费者感觉不到太大的变化
运行速度：不卡顿 很快
待机时间：中度使用一整天没问题
其他特色：颜色漂亮",2022-11-20 02:18,午夜色128GB
190,****e,PLUS会员,5,"全新的1200万像素主摄像头，传感器更大，单位像素达到1.9μ m , F /1.5光圈，传感器位移 OIS ，低光捕获提高了49%。夜间模式曝光速度提升两倍。视频新增运动防抖模式，动态拍摄更加稳定。14拍照真的很好看！比13强太多啦，拍视频也绝绝子！很喜欢紫色！而且电池的使用时间也比之前的机型要棒很多，因为不喜欢灵动岛，所以买了这个标准版，还是这个看起来顺眼。续航能力很好，拍照效果很清晰，运行速度很畅快，非常不错，午夜色比较清晰＿靓丽，外形外观，没有多大改变，刘海有较大的变化，摄像头排布没有变化，运行速度挺快，流畅度也没的说，总体效果，很满意，很喜欢。",2022-11-04 20:36,紫色128GB
191,w***3,PLUS会员,5,"非常好的一款手机，好用
性价比高
外形外观：设计感好
屏幕音效：完美
拍照效果：很好
运行速度：流畅
待机时间：一天无压力
其他特色：质感，大小刚刚好",2022-11-04 20:36,紫色128GB
192,诱***纵,PLUS会员,5,"外形外观：小巧可爱 紫色很喜欢
屏幕音效：显示细腻
拍照效果：自然真实
运行速度：流畅自然
待机时间：纯商务使用 电池完美使用一天",2022-11-04 20:36,紫色128GB
193,****s,PLUS会员,5,"外形外观：大小合适，简单大方，非常漂亮，看着很大气，
屏幕音效：屏幕效果非常好，清晰度极高，手感很舒服
拍照效果：拍照功能非常强大，不输于专业相机，拍出来的相片很有质感
运行速度：速度非常快，一点都不卡顿
待机时间：充一次电能用一天，待机时间很长",2022-11-04 20:36,紫色128GB
194,****x,PLUS会员,5,"外形外观：外观好看，漂亮，星光色很完美。非常喜欢?
屏幕音效：屏幕很清晰，音效很棒，立体声。
拍照效果：拍照杠杠的，苹果手机，值得信赖
运行速度：运行速度更不用说，非常流畅
待机时间：待机很好，一天没问题。",2022-11-04 20:36,紫色128GB
195,****W,PLUS会员,5,"今年 iPhone 得关注的几个点公 1.灵动岛:将前置摄像头利用U动画融合，成为今年新
iPhone 上最大的亮点2.AOD锁屏常亮:14Pro 系列的
独占功能。熄屏显示第 一次在 ihone 上第一次出现，给用户带来超高的辨识度、手机放在桌子上，朋友们
都会知道你使用的是iPhone14 的高端系列。3.4800
万像素:iphone 史上最高的手机像素，单张照片可达
90-110M，喜欢摄影的可选择256G，再者结合 A1更加
强劲的算力，可以简单的理解为拍照效果翻了四倍 园
清晰度杠杠的(运动模式防抖功能做得不错) 4.2000
尼特峰值亮度，在大太阳下，还可以清晰的看清楚手机
内容，而且不刺眼，这项升级在日常使用中给我带来了。
很大的惊喜，更好的配合HDR照片的效果，亮度细节
更加亮眼。5.缩窄的边框:较之前的13Pro有所变窄。屏幕大了一些。我选择的是暗紫色的机子，高雅大气时尚，正符合我的个人审美和用户体验。收起宝贝确实很棒，个人非常喜欢，朋友也说好来着，推荐购买",2022-11-04 20:36,紫色128GB
196,****_,PLUS会员,5,"外形外观：好看，看习惯了，齐刘海也不错
屏幕音效：效果一如既往，没啥好说的
拍照效果：很不错，比前几代强太多了
运行速度：很快，一代比一代强，这不是没道理的
待机时间：比较理想
其他特色：配色很惊艳",2022-11-04 20:36,紫色128GB
197,小***个,PLUS会员,5,"外形外观：可以说完美**13，当然除了颜色。
屏幕音效：一直秉承屏幕裸奔不贴膜，体验苹果完美屏幕显示。
拍照效果：实话实说对拍照需求度不高。
运行速度：完全够用。
待机时间：这个不得不说相当牛！",2022-11-04 20:36,紫色128GB
198,老***玩,PLUS会员,5,"iPhone14真的好看，一年一换，舒服
屏幕音效：音质很好
拍照效果：拍照效果相当不错，尤其是拍视频
运行速度：流畅没话说
待机时间：比上一代好一些",2022-11-04 20:36,紫色128GB
199,慧***i,PLUS会员[试用],5,"苹果手机收到货很棒啊！正品保证。很炫酷的感觉，屏幕又大，玩游戏超棒，学习看视频都很棒！好东西要学会分享才对。拍照效果：拍照清晰，放大之后也很清晰。颜色好看，大气，拿在手上手感好，使用起来，速度挺快，大电量不用天天充电挺好。照相效果也挺好，带广角的，有景深感。买的高配，性价比高，希望多用段时间。整体性价比较高、拍照效果：很棒的，手机会自动根据不同环境会补光、电池续航：快速充电，一般性充满电可用二天左右、通信音质：很好的，音质不错的、运行速度：很快的，不卡顿、显示效果：处理器是很好的，赞！
其他特色：外观时尚大气、拍照效果：拍张效果很好、电池续航：电池经久耐用、通信音质：通话清晰、运行速度：运行速度快、显示效果：还行。",2022-11-04 20:36,紫色128GB
200,****s,PLUS会员,5,"外形外观：美感十足，整个手机都很光亮，崭新!
屏幕音效：流畅无噪音，声音好听
拍照效果：图片视频都很清晰，还是一如既往的好
运行速度：流畅无卡顿，切屏丝滑
待机时间：挺耐久的，电量损耗不高
其他特色：外观颜色设计都很美观，手机也不是很重，性能比高",2022-11-09 18:41,蓝色128GB
201,藏***里,,5,"外形外观：小巧好看
屏幕音效：亮度很不错太阳下也亮，音质和震动也很棒
拍照效果：还原度很高，人像也很清晰，还有视频防抖
运行速度：超级快比我现在的安卓丝滑多了，也不杀后台
待机时间：续航不错",2022-11-09 18:41,蓝色128GB
202,不***告,PLUS会员,5,"外形外观：很舒服，很喜欢，质感很好
屏幕音效：很大声立体感强
拍照效果：对焦块，拍照清晰
运行速度：不卡顿，运行快
待机时间：使用时间长。。",2022-11-09 18:41,蓝色128GB
203,-***-,PLUS会员,5,"外形外观：外观看起来中规中矩，但是比11好太多了，重量也轻了
屏幕音效：屏幕很丝滑 操作跟手
拍照效果：拍照很不错
运行速度：运行很顺畅
待机时间：待机比11好很多",2022-11-09 18:41,蓝色128GB
204,辰***星,PLUS会员,5,"外形外观：做工很棒，精致，我是从华为转到iPhone，用了几天，爱不释手，以后就用iPhone了
屏幕音效：屏幕很通透，看得很舒服，原彩显示很棒，时间长了也不是很累
拍照效果：拍照效果杠杠的，清晰，画质高
运行速度：流畅自然，嗖嗖的，爱了爱了。主要是女朋友很喜欢",2022-11-09 18:41,蓝色128GB
205,u***i,PLUS会员,5,"外形外观：苹果外观就基本一样，内在好就行吧
屏幕音效：屏幕好，眼睛看久不刺眼，但是耗电快
拍照效果：像素好，很多还不会调
运行速度：很流畅
待机时间：新电池用着很好，得搭配原装充电器好",2022-11-09 18:41,蓝色128GB
206,疯***狼,,5,"外形外观：外形好看，手感很舒服大小也合适
屏幕音效：屏幕不刺眼，舒适。声音清晰流畅
拍照效果：拍照清晰，无杂点，关键不会被美颜特别清晰
运行速度：运行流畅，舒服",2022-11-09 18:41,蓝色128GB
207,红***米,PLUS会员,5,"趁着双十一AC我和老婆的手机都更新了，到货很快，很喜欢！
外形外观：白色超美
屏幕音效：屏幕清晰
拍照效果：效果很棒
运行速度：新机超快
待机时间：电池耐用",2022-11-09 18:41,蓝色128GB
208,z***6,PLUS会员,5,"外形外观：外观非常好，内衣磕破破损
屏幕音效：屏幕效果非常完美，很喜欢
拍照效果：拍照像素很高，出像很清晰，很喜欢
运行速度：运行速度很快，开机也很快，系统比较流程",2022-11-09 18:41,蓝色128GB
209,K***_,PLUS会员,5,"外形外观：确实非常好看，背板玻璃，镜头磨砂玻璃，边框磨砂铝合金，手感非常好
屏幕音效：立体感很好
拍照效果：完美，直接是13pro主摄，对焦更快了也不杀后台
运行速度：快得很，一共有6g内存
待机时间：是我原来12的两倍",2022-11-09 18:41,蓝色128GB
210,z***5,PLUS会员,5,"是正品，黑色的很好看
外形外观：大气，大小刚好
拍照效果：非常清晰，光线很好
待机时间：很耐用，待机时间长
运行速度：很快，不卡顿",2022-11-14 12:28,午夜色128GB
211,了***应,PLUS会员,5,"外形外观：外观漂亮，非常喜欢。
屏幕音效：音质非常好。重低音明显。
拍照效果：一直以来没有问题。
运行速度：非常流畅，丝滑。
待机时间：待机时间：没玩过游戏，正常使用， 一天没有问题
其他特色：两年更换一次，非常喜欢苹果的系统和安全",2022-11-14 12:28,午夜色128GB
212,M***g,PLUS会员,5,"外形外观：尺寸刚刚好，手感很棒，重量也合适，对拍照和高刷没啥要求，机器挺好的。
屏幕音效：屏幕显示效果非常好，非常清晰，素质也不错。
拍照效果：拍照效果测试了一下，非常清晰，扫码什么的速度也非常快，足够用了。
运行速度：IOS系统速度没得说，丝滑流畅。
待机时间：不玩游戏，感觉电池非常耐用，**个小时吧！
其他特色：扬声器效果外放感觉挺好。最重要的就是重量和手感真的非常好。对高刷和拍照没要求的闭眼入。",2022-11-14 12:28,午夜色128GB
213,谦***0,PLUS会员,5,"运行速度：超级流畅，不卡顿
屏幕音效：效果很好，音质高
外形外观：大小合适，很美观大方。
拍照效果：很自然，真实，像素超好",2022-11-14 12:28,午夜色128GB
214,蜀***豆,PLUS会员,5,"外形外观：后工业时代的设计风格，简洁大方
屏幕音效：混响还行，基本上可以接受的音质
拍照效果：单反级别镜头，很清晰
运行速度：流畅，不卡顿
待机时间：很短
其他特色：贵就一个字，我只说一次",2022-11-14 12:28,午夜色128GB
215,柳***儿,,5,"外形外观：很高级的蓝色，双摄像头也很可爱，配电镀透明手机壳会更高级
屏幕音效：双响有回声的音效，给人高端品质的享受
拍照效果：拍出的照片很真实，按照晚上教程可以设置成暖光感、清冷感的生图，虽然没有亿万级别的像素，但是在清晰度上也是够可以了，仙女真的很适合拥有这款真实感强的“便携相机”秒杀一众小单反了
运行速度：整体运行上还是很快的，即便是应用多开也依然流畅
待机时间：正常使用，充一次电用一天还是可以的，还是很耐用的.
最让人担心的发热问题。我感觉还好吧，别的手机也会发热，同比起来。这个还是很正常了，我最多是微热，还没出现过很烫的情况。
选购建议上，比较建议手大点的盆友选plus/pro/max版的，大一点手感更棒，14基础班更适合女生使用，小小的方便
对了，上岸了，是正品国行机，收到前查到是未激活，联网后再查就激活了，京东产品还是很放心的。配货速度也很快，晒一下双十一入手的产品?",2022-11-14 12:28,午夜色128GB
216,****G,PLUS会员,5,"外形外观：苹果手机经典外观，设计回归苹果经典的4S，握着很舒服；
屏幕音效：120Hz高刷新很流畅，杜比音效，不一样视听效果；
拍照效果：拍照效果看第一张拍照效果；
运行速度：很流畅；
待机时间：可以使用一天时间；
其他特色：内存增加，运行更快。",2022-11-14 12:28,午夜色128GB
217,p***说,PLUS会员,5,"外形外观：这个棱角审美因人而异，不做评价
屏幕音效：显示一流，音效听不出差异，合格
拍照效果：一流，流畅度有待提高
运行速度：一流，稳
待机时间：续航稳健，电池耐用度也很可观
其他特色：用户用着舒服的产品才是好产品",2022-11-14 12:28,午夜色128GB
218,R***u,PLUS会员,5,"终于拿到手了，赶了一波潮流，换了14，13给男朋友用，男朋友的12给他家人用。四舍五入，我们都换新手机了。哈哈哈哈好用就对了
外形外观：拿上手很轻，比以往的13要轻
屏幕音效：音效真的绝绝子
拍照效果：拍照反应很快
运行速度：运行速度不用说了，谁用谁知道吧",2022-11-14 12:28,午夜色128GB
219,H***h,PLUS会员,5,"外形外观：小巧精致
屏幕音效：清晰，声音也大声
拍照效果：很清晰，而且照片占内存不大
运行速度：手机速度很快，打游戏一点都不卡
待机时间：很长，一天一冲就够用了",2022-11-14 12:28,午夜色128GB
220,****z,PLUS会员,5,"苹果手机壳收到了，质量很好，款式新颖，做工精细
外形外观：外观颜值：非常漂亮 材质手感：非常好 容量空间：空间很大 做工细。
屏幕音效：音效音质：音质很好，很清晰，音质很好，很好，没有杂音。
拍照效果：拍照效果：拍照效果很好，拍照效果很好，很清晰
运行速度：运行速度：运行速度很快，非常满意，游戏效果不错",2022-10-21 16:12,星光色128GB
221,****p,PLUS会员,5,"外形外观：延续了iphone经典外形，相较于之前使用的11，整机厚度薄了许多，重量大幅度减轻
屏幕音效：屏幕相较于11更为清晰，音效更好
拍照效果：肉眼可见的大幅度提升，比11清晰了很多很多。
运行速度：快！",2022-10-21 16:12,星光色128GB
222,蜗***u,PLUS会员,5,"外形外观：颜色在在上一代有一定升级，更好看了！
屏幕音效：屏幕大小刚刚刚合适，一只手能操作
拍照效果：满足自己，强大的功能很多都没用
运行速度：它的运行速度是我购买最主要的动力
待机时间：一天刚刚好！",2022-10-21 16:12,星光色128GB
223,****m,PLUS会员,5,"做工精良，性能卓越，
外形外观：外形外观：细节很好
屏幕音效：很好
拍照效果：拍照效果：清晰
运行速度：流畅度高
待机时间：一天到晚足够有余",2022-10-21 16:12,星光色128GB
224,悟***王,PLUS会员,5,"拍照效果：非常不错
运行速度：很快
屏幕音效：很OK
外形外观：漂亮
待机时间：很长一段时间都行的
其他特色：运行速度很快速度很快 照片很漂亮 图片没实物好看 就是没有充电头",2022-10-21 16:12,星光色128GB
225,L***哒,,5,"外形外观：白色很耐看，乳白色，经典
屏幕音效：屏幕细腻
拍照效果：比13要好，没有那么锐化
运行速度：A15满血对于手机其实已经到顶，6GB运存加上iOS用3年绰绰有余",2022-10-21 16:12,星光色128GB
226,朱***霜,PLUS会员,5,"外形外观：外观很喜欢，很有质感，金属边框，颜值担当
屏幕音效：屏幕效果：屏幕效果非常好，清晰度很高，触屏灵敏
拍照效果：拍照对焦准确，速度快，拍照清晰，运行速度快，拍照效果好
运行速度：无卡顿，游戏也没有压力
待机时间：待机3天没有问题
其他特色：京东物流，高分大爱",2022-10-21 16:12,星光色128GB
227,闻***萧,PLUS会员,5,"外形外观：外形外观还是依旧那么的大气
屏幕音效：屏幕很正，音效很可以
拍照效果：拍照很好，亮度拿捏
运行速度：运行速度很快，很流畅，不卡顿
待机时间：待机一天没问题
其他特色：颜色还是很爱的颜色",2022-10-21 16:12,星光色128GB
228,余***_,PLUS会员,5,"外形外观：虽然已经是用了三年的老样子。
屏幕音效：屏幕还是很清晰的，也很清澈，哪里也很方便，听音乐也可以。
拍照效果：祖传的1200w摄像也够用了
运行速度：非常的流畅，切换软件也非常的给力。
待机时间：只能说轻度使用一天也就差不多了。",2022-10-21 16:12,星光色128GB
229,u***d,PLUS会员,5,"外形外观：和13一样 好看的
拍照效果：很好 虽然跟pro没得比
运行速度：快 很流畅
待机时间：一天下来电量没问题
其他特色：苹果忠实粉",2022-10-21 16:12,星光色128GB
230,卜***友,PLUS会员,5,"外形外观：非常漂亮，大小非常合适
屏幕音效：音效完美
拍照效果：别看是祖传1200像素，非常清楚
运行速度：运行速度完美
待机时间：比12好很多
其他特色：就是流畅啊。",2022-09-16 18:08,星光色128GB
231,l***0,PLUS会员,5,"外形外观：时尚精致，好看，大小合适
屏幕音效：屏幕细腻，亮度舒服
运行速度：系统流畅，A15芯片速度快，足够日常使用
拍照效果：效果很棒，非专业人士足够",2022-09-16 18:08,星光色128GB
232,l***g,,5,"外形外观：美观好看，手感没得说
屏幕音效：音效很清晰
运行速度：很流畅，不卡
待机时间：正常使用十几个小时没问题，一个半小时从20充到100",2022-09-16 18:08,星光色128GB
233,****w,PLUS会员,5,"外形外观：和13一样没有改变，所以必须要紫色，才能知道这是14呀，
屏幕音效：也没啥太大区别，依旧的不错
拍照效果：非常清晰，聚焦快了，
运行速度：唰唰唰，自己想去吧
待机时间：一天多吧",2022-09-16 18:08,星光色128GB
234,黄***草,PLUS会员,5,"拍照真的很好，拍视频也绝绝子！很喜
欢紫色！而且电池的使用时间也比之前的机型
要棒很多，因为不喜欢灵动岛，所以买了这个
标准版，还是这个看起来顺眼。续航能力很
好，拍照效果很清晰，运行速度很畅快，非常
不错，午夜色比较清晰...靓丽，外形外观，
有多大改变，刘海屏有较大的变化，摄像头排F
布没有变化，运行速度挺快，流畅度也没的
说，总体效果，很满意",2022-09-16 18:08,星光色128GB
235,鸡***子,PLUS会员,5,"外形外观：很薄 很轻 使用感受很棒 比上一代更轻薄
屏幕音效：屏幕比13更加清晰 看电视打游戏都非常舒服
拍照效果：不管是拍人还是拍风景都很清楚
运行速度：A13处理器日常完全够用 打游戏一点都不汇卡顿 非常流畅",2022-09-16 18:08,星光色128GB
236,Z***5,,5,"手感很好，京东值得信赖，物流很快，一天就到了
外形外观：颜值很高
屏幕音效：屏幕清晰
运行速度：特别丝滑
待机时间：很耐用
拍照效果：拍照很好看",2022-09-16 18:08,星光色128GB
237,小***6,PLUS会员,5,"外形外观：跟上一代iPhone13一样，没有灵动岛
屏幕音效：苹果的音效很赞，很喜欢，确实比安卓的强
拍照效果：苹果的原相机太奈斯了，清晰
运行速度：很流畅，基于unix系统开发的，确实比安卓要好很多
待机时间：正常使用一天，电池健康100%",2022-09-16 18:08,星光色128GB
238,热***仔,PLUS会员,5,"外形外观：外观炫酷，很不错 非常给力
屏幕音效：音质好
拍照效果：拍照像素精度高
运行速度：运行流畅，丝毫不卡顿
待机时间：待机时长久
其他特色：综合体验很不错",2022-09-16 18:08,星光色128GB
239,****J,PLUS会员,5,"外形外观：白色可太好看了呀！炒鸡喜欢
屏幕音效：很好，一直用苹果的。
拍照效果：非常好，原相机拍摄。
运行速度：很快，几乎不卡顿。
待机时间：看电池吧。
其他特色：比13好看太多了！??",2022-09-16 18:08,星光色128GB
240,u***k,,5,"外形外观：垂直边框非常好，手感也棒
屏幕音效：屏幕很nice，要是有90hz刷新就好了
拍照效果：日常拍照吧，像素一往既如的拉
运行速度：A15满血版流畅稳定，就是发烫严重
待机时间：现在都一天一充，送的快充头10-100大概70分钟",2022-11-08 15:59,蓝色256GB
241,****v,PLUS会员,5,"外形外观：精致时尚，手感非常棒
屏幕音效：屏幕惊艳，音效震撼
拍照效果：拍照清晰，色彩丰富
运行速度：超超级快，没有卡顿
待机时间：超越上代，整天没问题
其他特色：蓝色不后悔，爱不释手",2022-11-08 15:59,蓝色256GB
242,柚***升,PLUS会员,5,"外形外观：选了蓝色，很好看，洋气
屏幕音效：很不错，苹果机器一直是很优秀
拍照效果：拍摄效果，尤其是电影拍摄，很棒
待机时间：一天一充，不错
运行速度：棒棒的",2022-11-08 15:59,蓝色256GB
243,T***3,PLUS会员,5,"外形外观：手感圆滑。
屏幕音效：显示清晰音效正常。
拍照效果：清晰、相比xr还是比较喜欢后者。
运行速度：新机超顺畅，运行快。
待机时间：一天左右，正常使用没问题?一天一充。
其他特色：发货速度快，第一天下单，第二天就送到了。
安全下车?",2022-11-08 15:59,蓝色256GB
244,动***干,,5,"外形外观：蓝色非常好看，喜欢的那种蓝，比13系列高级
屏幕音效：音质没得说，屏幕很丝滑
拍照效果：拍照还是够用的，电影模式不错
运行速度：一如既往丝滑流畅
待机时间：待机明显提升，但是比不了安卓，安卓换过来的深有感触",2022-11-08 15:59,蓝色256GB
245,u***3,PLUS会员,5,"外形外观：外型时尚美观，
屏幕音效：音效接近完美，屏幕大，方便使用
拍照效果：拍照画面杠杠的，分分钟拍出时尚大片
运行速度：运行速度快，玩游戏体验感十足
待机时间：待机时间长，",2022-11-08 15:59,蓝色256GB
246,倒***伤,PLUS会员,5,蓝色很秀丽，很可爱，颜值超高屏幕音效：音效很好，配合我的耳机拍照效果：很清楚，像素很高运行速度：快，不卡顿，流畅待机时间：长，充一次电可以用一天其他特色：京东物流超给力！,2022-11-08 15:59,蓝色256GB
247,未***恋,PLUS会员,5,"外形外观：经典的刘海屏设计，比上一代刘海又小了点，很不错
屏幕音效：立体声更带感，喜欢的
拍照效果：拍照效果依然稳中有升，很不错
运行速度：iOS系统非常流畅
待机时间：有待加强",2022-11-08 15:59,蓝色256GB
248,缘***5,PLUS会员,5,"外形外观：午夜色，耐看
屏幕音效：屏幕很亮，分辨率够
拍照效果：拍照很棒，效果很好
运行速度：很快
待机时间：一天够用
其他特色：买它",2022-11-08 15:59,蓝色256GB
249,岑***年,PLUS会员,5,"外形外观：因为不喜欢灵动岛，所以买了这个标准版，还是这个看起来顺眼
屏幕音效：屏幕大小正好，轻薄
拍照效果：拍照一般般，比不上现在的安卓手机，但够用
运行速度：很好，这方面不用担心
待机时间：不玩游戏，很满意",2022-11-08 15:59,蓝色256GB
250,****k,PLUS会员,5,物流超级棒??，发货快，包装严实，各方面都没破损，机子星光色好看，颜值很高，耐看，打开网页丝滑顺畅，游戏不掉帧，分辨率高，功能很齐全，比12多了许多，人脸识别快捷灵敏，，黑暗拍照清晰无差异，音质清脆，待机时间超长,2022-11-15 12:28,星光色128GB
251,l***w,PLUS会员,5,"想了很久选了14，自营的，快递小哥送货及时，到货非常的快，验机了，没有瑕疵，很完美，样式非常好看
外形外观：非常好看
屏幕音效：试用了一下，声音感觉很好
运行速度：6g运存，很流畅",2022-11-15 12:28,星光色128GB
252,云***哟,PLUS会员,3,给老弟买的 用着感觉一般,2022-11-15 12:28,星光色128GB
253,****o,PLUS会员,5,"外形外观：黑色的外观很好看，手感也很好，很喜欢，给个赞！
屏幕音效：音质音效：音质很好，没有杂音，很好听 舒适度：很舒服
拍照效果：拍照很给力
运行速度：速度很快，质量不错，很满意的一次购物。",2022-11-15 12:28,星光色128GB
254,开***1,PLUS会员,5,"外形外观：颜色鲜艳，非常喜欢这个，拿在手里大小合适，手感超级棒。
屏幕音效：声音大，清晰，
拍照效果：拍照效果非常好，非常清楚，完全不需要p图和修剪
运行速度：A15的处理，打游戏的时候很快，没有一点卡顿
待机时间：充电速度快，充满电待机一个白天
其他特色：好看",2022-11-15 12:28,星光色128GB
255,憨***倩,,5,"外形外观：淡淡的紫色精致又好看，很喜欢
拍照效果：拍照清晰好看
运行速度：运行速度快，流畅不卡顿
待机时间：待机时间长
屏幕音效：音质清晰无杂音",2022-11-15 12:28,星光色128GB
256,黄***草,PLUS会员,5,"适，值得推荐。早买早享受！14拍照真的很好
看！比13强太多啦，拍视频也绝绝子！很喜
欢紫色！而且电池的使用时间也比之前的机型
要棒很多，因为不喜欢灵动岛，所以买了这个
标准版，还是这个看起来顺眼。续航能力很
好，拍照效果很清晰，运行速度很畅快，非常
不错，午夜色比较清晰...靓丽，外形外观，
有多大改变，刘海屏有较大的变化，摄像头排F
布没有变化，运行速度挺快，流畅度也没的
说，总体效果，很满意",2022-11-15 12:28,星光色128GB
257,H***h,PLUS会员,5,"外形外观：小巧精致
屏幕音效：显示清晰，声音很大声
拍照效果：拍照很很棒，就算是远距离都很清晰
运行速度：手机性能很好，打游戏不卡
待机时间：续航可以，充一次电可以打好久的游戏",2022-11-15 12:28,星光色128GB
258,迷***n,PLUS会员,5,"机颜色好看，大气，拿在手上手感好，使用起来，速度挺快，大电量不用天天充电挺好。照相效果也挺好，带
广角的，有景深感。买的高配，性价比高，希望多用段时间。
其他特色：手机整体性价比较高;拍照效果：很棒的，手机会自动根据不同环境会补光；电池续航：快迪充
电，
一般性充满电可用二天左右；通信音质：很好的，音质不错的;运行速度：很快的，不卡顿;",2022-11-15 12:28,星光色128GB
259,F***旯,PLUS会员,5,"首选暗紫色！外形外观：直角边框经典设计，手感非常
好，不锈钢边框很有质感屏幕音效：iPhone 屏希一如既往的优秀顶级量示效果，声音音效更响亮，与Boss、JBL同样出色。拍照效果：4K摄像更清晰，加大的摄像头模组，支持电影式拍摄，夜同模式人像（通过激光雷达担指仪实现） 人像模式，支持先进的焦外成像和景深控制，人像光效 运行速度：A16芯片更加提速，流畅无比10S永不卡机，（安卓永远无法比拟）在看 HDR 高品质大片，巨流畅 待机时间：超卡待机时间，",2022-11-15 12:28,星光色128GB
260,感***-,PLUS会员,5,"iPhone 14 采用了5核GPU A15芯片，相比 iPhone 13多一个GPU核心，同时还将运行内存从4GB提升到了6GB。
6GB的的运行内存將发探重要作用，与上一代4GB相比，这是一个很大的进步。这也算是标准版机型第一次拥有这么大的内存。此升级使用户比以前更容易进行多任务处理，再加上5核GPU，无论是日常使用还是玩游戏，不必担心卡顿和滞后。
外形外观：精美
屏幕音效：超级棒
拍照效果：特别好
运行速度：非常快
待机时间：很给力",2022-11-02 16:28,星光色128GB
261,乩***泽,PLUS会员,5,"外形外观：非常大气，喜欢，喜欢
屏幕音效：屏幕非常流畅
拍照效果：拍照非常清晰，很不错的
运行速度：运行速度很快，ios系统没得说
待机时间：超长待机，很不错的手机
其他特色：快递速度真的是很快",2022-11-02 16:28,星光色128GB
262,淡***0,PLUS会员,5,"iPhone13真的太惊艳了，特别适合我这种打游戏的人。
首先，颜值高，轻薄好看；其次，系统流畅，运行无压力；再者，拍照好看，还原度高；最后，待机时间久，够我用一天了。",2022-11-02 16:28,星光色128GB
263,哆***云,PLUS会员,5,"外形外观：外形跟13一致，就喜欢这个尺寸和重量。
屏幕音效：6.1寸60Hz刷新屏，作为从12升级的人来说，看着还是习惯的。
拍照效果：换用了13pro上使用的镜头，加上最新的影像系统，拍照和摄像更上一层楼。
待机时间：今天屏幕使用5h20m，还剩余43%的电量，一天一充足够了。比12强太多，必须大赞！
其他特色：推荐京东A+会员，以旧换新还有额外补贴，物流很快！",2022-11-02 16:28,星光色128GB
264,左***手,PLUS会员,5,"外形外观：漂亮，家里人看了都说好
屏幕音效：屏幕素质高，颜色正
拍照效果：非常清晰，算法厉害
运行速度：ios不用说了，市面上最好的系统",2022-11-02 16:28,星光色128GB
265,音***佳,PLUS会员,5,续航能力很好，拍照效果很清晰，运行速度很畅快，非常不错，午夜色比较清晰﹏靓丽，外形外观，没有多大改变，刘海屏有较大的变化，摄像头排布没有变化，运行速度挺快，流畅度也没的说，总体效果，很满意，很喜欢(u??u??),2022-11-02 16:28,星光色128GB
266,丫***腿,PLUS会员,5,"iPhone 14手机收到了，超级好看的颜色！外观很漂亮，是我很快。然后运行方面流畅了许多，丝滑的感觉，简直完美！拍照效果很清晰，清晰度 很高,镜头拉到最近了依然很清楚，暗光下拍摄效果很棒！运行速度是真的快,打游戏干嘛的一点不会延迟，也
没有卡顿！而且拍照支持多倍拍摄，电影模式真的超
A16芯片配合ios 15系统，操作非常顺滑，续航能力 非常
强！",2022-11-02 16:28,星光色128GB
